id,key,created_ts,type,size
48,fullexports/dsire-2017-05.xml,"2017-05-01 00:00:33",xml,84670936
49,fullexports/dsire-2017-05.zip,"2017-05-01 00:15:18",csv,4893901
50,fullexports/dsire-2017-06.xml,"2017-06-01 00:00:36",xml,85382559
51,fullexports/dsire-2017-06.zip,"2017-06-01 00:15:18",csv,4939999
52,fullexports/dsire-2017-07.xml,"2017-07-01 00:01:20",xml,85383569
53,fullexports/dsire-2017-07.zip,"2017-07-01 00:15:19",csv,4941507
54,fullexports/dsire-2017-08.xml,"2017-08-01 00:00:33",xml,85382068
55,fullexports/dsire-2017-08.zip,"2017-08-01 00:15:24",csv,4941735
56,fullexports/dsire-2017-09.xml,"2017-09-01 00:00:36",xml,85438038
57,fullexports/dsire-2017-09.zip,"2017-09-01 00:15:19",csv,4939636
58,fullexports/dsire-2017-10.xml,"2017-10-01 00:00:32",xml,85466673
59,fullexports/dsire-2017-10.zip,"2017-10-01 00:15:18",csv,4942842
60,fullexports/dsire-2017-11.xml,"2017-11-01 00:00:33",xml,85473373
61,fullexports/dsire-2017-11.zip,"2017-11-01 00:15:17",csv,4943828
62,fullexports/dsire-2017-12.xml,"2017-12-01 00:00:33",xml,85475606
63,fullexports/dsire-2017-12.zip,"2017-12-01 00:15:18",csv,4943913
64,fullexports/dsire-2018-01.xml,"2018-01-01 00:00:33",xml,85475056
65,fullexports/dsire-2018-01.zip,"2018-01-01 00:15:18",csv,4944137
66,fullexports/dsire-2018-02.xml,"2018-02-01 00:00:55",xml,85455440
67,fullexports/dsire-2018-02.xml,"2018-02-01 00:00:55",xml,85455440
68,fullexports/dsire-2018-02.zip,"2018-02-01 00:15:27",csv,4945694
69,fullexports/dsire-2018-02.zip,"2018-02-01 00:15:27",csv,4945694
70,fullexports/dsire-2018-03.xml,"2018-03-01 00:00:56",xml,85459690
71,fullexports/dsire-2018-03.xml,"2018-03-01 00:00:57",xml,85459690
72,fullexports/dsire-2018-03.zip,"2018-03-01 00:15:29",csv,4945674
73,fullexports/dsire-2018-03.zip,"2018-03-01 00:15:30",csv,4945674
74,fullexports/dsire-2018-04.xml,"2018-04-01 00:00:54",xml,85452576
75,fullexports/dsire-2018-04.xml,"2018-04-01 00:00:54",xml,85452576
76,fullexports/dsire-2018-04.zip,"2018-04-01 00:15:28",csv,4944556
77,fullexports/dsire-2018-04.zip,"2018-04-01 00:15:28",csv,4944556
78,fullexports/dsire-2018-05.xml,"2018-05-01 00:00:54",xml,85443927
79,fullexports/dsire-2018-05.xml,"2018-05-01 00:00:54",xml,85443927
80,fullexports/dsire-2018-05.zip,"2018-05-01 00:15:28",csv,4944867
81,fullexports/dsire-2018-05.zip,"2018-05-01 00:15:28",csv,4944867
82,fullexports/dsire-2018-06.xml,"2018-06-01 00:00:56",xml,85528840
83,fullexports/dsire-2018-06.xml,"2018-06-01 00:00:56",xml,85528840
84,fullexports/dsire-2018-06.zip,"2018-06-01 00:15:31",csv,4952084
85,fullexports/dsire-2018-06.zip,"2018-06-01 00:15:31",csv,4952084
86,fullexports/dsire-2018-07.xml,"2018-07-01 00:00:54",xml,85591521
87,fullexports/dsire-2018-07.xml,"2018-07-01 00:00:55",xml,85591521
88,fullexports/dsire-2018-07.zip,"2018-07-01 00:15:28",csv,4960765
89,fullexports/dsire-2018-07.zip,"2018-07-01 00:15:28",csv,4960765
90,fullexports/dsire-2018-08.xml,"2018-08-01 00:00:54",xml,85578335
91,fullexports/dsire-2018-08.xml,"2018-08-01 00:00:54",xml,85578335
92,fullexports/dsire-2018-08.zip,"2018-08-01 00:15:27",csv,4962804
93,fullexports/dsire-2018-08.zip,"2018-08-01 00:15:27",csv,4962804
94,fullexports/dsire-2018-09.xml,"2018-09-01 00:00:52",xml,85549824
95,fullexports/dsire-2018-09.xml,"2018-09-01 00:00:52",xml,85549824
96,fullexports/dsire-2018-09.zip,"2018-09-01 00:15:27",csv,4952134
97,fullexports/dsire-2018-09.zip,"2018-09-01 00:15:27",csv,4952134
98,fullexports/dsire-2018-10.xml,"2018-10-01 00:00:55",xml,85550789
99,fullexports/dsire-2018-10.xml,"2018-10-01 00:01:03",xml,85550789
100,fullexports/dsire-2018-10.zip,"2018-10-01 00:15:29",csv,4952191
101,fullexports/dsire-2018-10.zip,"2018-10-01 00:15:30",csv,4952191
102,fullexports/dsire-2018-11.xml,"2018-11-01 00:00:52",xml,85604698
103,fullexports/dsire-2018-11.xml,"2018-11-01 00:00:53",xml,85604698
104,fullexports/dsire-2018-11.zip,"2018-11-01 00:15:27",csv,4954952
105,fullexports/dsire-2018-11.zip,"2018-11-01 00:15:27",csv,4954952
106,fullexports/dsire-2018-12.xml,"2018-12-01 00:00:56",xml,85633116
107,fullexports/dsire-2018-12.xml,"2018-12-01 00:00:57",xml,85633116
108,fullexports/dsire-2018-12.zip,"2018-12-01 00:15:28",csv,4955476
109,fullexports/dsire-2018-12.zip,"2018-12-01 00:15:32",csv,4955476
110,fullexports/dsire-2019-01.xml,"2019-01-01 00:00:53",xml,85603241
111,fullexports/dsire-2019-01.xml,"2019-01-01 00:00:54",xml,85603241
112,fullexports/dsire-2019-01.zip,"2019-01-01 00:15:28",csv,4954044
113,fullexports/dsire-2019-01.zip,"2019-01-01 00:15:28",csv,4954044
114,fullexports/dsire-2019-02.xml,"2019-02-01 00:00:56",xml,85611201
115,fullexports/dsire-2019-02.xml,"2019-02-01 00:00:56",xml,85611201
116,fullexports/dsire-2019-02.zip,"2019-02-01 00:15:28",csv,4956134
117,fullexports/dsire-2019-02.zip,"2019-02-01 00:15:29",csv,4956134
118,fullexports/dsire-2019-03.xml,"2019-03-01 00:01:01",xml,85554466
119,fullexports/dsire-2019-03.xml,"2019-03-01 00:01:02",xml,85554466
120,fullexports/dsire-2019-03.zip,"2019-03-01 00:15:33",csv,4955547
121,fullexports/dsire-2019-03.zip,"2019-03-01 00:15:33",csv,4955547
122,fullexports/dsire-2019-04.xml,"2019-04-01 00:00:53",xml,85608986
123,fullexports/dsire-2019-04.xml,"2019-04-01 00:00:54",xml,85608986
124,fullexports/dsire-2019-04.zip,"2019-04-01 00:15:28",csv,4956473
125,fullexports/dsire-2019-04.zip,"2019-04-01 00:15:28",csv,4956473
126,fullexports/dsire-2019-05.xml,"2019-05-01 00:01:17",xml,85561606
127,fullexports/dsire-2019-05.xml,"2019-05-01 00:01:19",xml,85561606
128,fullexports/dsire-2019-05.zip,"2019-05-01 00:15:28",csv,4955448
129,fullexports/dsire-2019-05.zip,"2019-05-01 00:15:29",csv,4955448
130,fullexports/dsire-2019-06.xml,"2019-06-01 00:01:18",xml,85472671
131,fullexports/dsire-2019-06.xml,"2019-06-01 00:01:19",xml,85472671
132,fullexports/dsire-2019-06.zip,"2019-06-01 00:15:27",csv,4943709
133,fullexports/dsire-2019-06.zip,"2019-06-01 00:15:28",csv,4943709
134,fullexports/dsire-2019-07.xml,"2019-07-01 00:01:21",xml,85530736
135,fullexports/dsire-2019-07.xml,"2019-07-01 00:01:21",xml,85530736
136,fullexports/dsire-2019-07.zip,"2019-07-01 00:15:28",csv,4946584
137,fullexports/dsire-2019-07.zip,"2019-07-01 00:15:29",csv,4946584
138,fullexports/dsire-2019-08.xml,"2019-08-01 00:01:22",xml,85504321
139,fullexports/dsire-2019-08.xml,"2019-08-01 00:01:22",xml,85504321
140,fullexports/dsire-2019-08.zip,"2019-08-01 00:15:28",csv,4946784
141,fullexports/dsire-2019-08.zip,"2019-08-01 00:15:28",csv,4946784
142,fullexports/dsire-2019-09.xml,"2019-09-01 00:01:17",xml,85515681
143,fullexports/dsire-2019-09.xml,"2019-09-01 00:01:19",xml,85515681
144,fullexports/dsire-2019-09.zip,"2019-09-01 00:15:27",csv,4946683
145,fullexports/dsire-2019-09.zip,"2019-09-01 00:15:27",csv,4946683
146,fullexports/dsire-2019-10.xml,"2019-10-01 00:01:22",xml,85520169
147,fullexports/dsire-2019-10.xml,"2019-10-01 00:01:23",xml,85520169
148,fullexports/dsire-2019-10.zip,"2019-10-01 00:15:28",csv,4947116
149,fullexports/dsire-2019-10.zip,"2019-10-01 00:15:28",csv,4947116
150,fullexports/dsire-2019-11.xml,"2019-11-01 00:01:21",xml,85522385
151,fullexports/dsire-2019-11.xml,"2019-11-01 00:01:22",xml,85522385
152,fullexports/dsire-2019-11.zip,"2019-11-01 00:15:27",csv,4947253
153,fullexports/dsire-2019-11.zip,"2019-11-01 00:15:27",csv,4947253
154,fullexports/dsire-2019-12.xml,"2019-12-01 00:01:17",xml,85543841
155,fullexports/dsire-2019-12.xml,"2019-12-01 00:01:17",xml,85543841
156,fullexports/dsire-2019-12.zip,"2019-12-01 00:15:26",csv,4950115
157,fullexports/dsire-2019-12.zip,"2019-12-01 00:15:27",csv,4950115
158,fullexports/dsire-2020-01.xml,"2020-01-01 00:01:17",xml,85545872
159,fullexports/dsire-2020-01.xml,"2020-01-01 00:01:17",xml,85545872
160,fullexports/dsire-2020-01.zip,"2020-01-01 00:15:26",csv,4950079
161,fullexports/dsire-2020-01.zip,"2020-01-01 00:15:27",csv,4950079
162,fullexports/dsire-2020-02.xml,"2020-02-01 00:01:22",xml,85547146
163,fullexports/dsire-2020-02.xml,"2020-02-01 00:01:22",xml,85547146
164,fullexports/dsire-2020-02.zip,"2020-02-01 00:15:28",csv,4950123
165,fullexports/dsire-2020-02.zip,"2020-02-01 00:15:28",csv,4950123
166,fullexports/dsire-2020-03.xml,"2020-03-01 00:01:20",xml,85578523
167,fullexports/dsire-2020-03.xml,"2020-03-01 00:01:21",xml,85578523
168,fullexports/dsire-2020-03.zip,"2020-03-01 00:15:27",csv,4952777
169,fullexports/dsire-2020-03.zip,"2020-03-01 00:15:27",csv,4952777
170,fullexports/dsire-2020-04.xml,"2020-04-01 00:01:19",xml,85591002
171,fullexports/dsire-2020-04.xml,"2020-04-01 00:01:21",xml,85591002
172,fullexports/dsire-2020-04.zip,"2020-04-01 00:15:30",csv,4954253
173,fullexports/dsire-2020-04.zip,"2020-04-01 00:15:30",csv,4954253
174,fullexports/dsire-2020-05.xml,"2020-05-01 00:01:21",xml,85591317
175,fullexports/dsire-2020-05.xml,"2020-05-01 00:01:22",xml,85591317
176,fullexports/dsire-2020-05.zip,"2020-05-01 00:15:29",csv,4954581
177,fullexports/dsire-2020-05.zip,"2020-05-01 00:15:29",csv,4954581
178,fullexports/dsire-2020-06.xml,"2020-06-01 00:01:22",xml,85690986
179,fullexports/dsire-2020-06.xml,"2020-06-01 00:01:22",xml,85690986
180,fullexports/dsire-2020-06.zip,"2020-06-01 00:15:28",csv,4958226
181,fullexports/dsire-2020-06.zip,"2020-06-01 00:15:28",csv,4958226
182,fullexports/dsire-2020-07.xml,"2020-07-01 00:01:22",xml,85787962
183,fullexports/dsire-2020-07.xml,"2020-07-01 00:01:22",xml,85787962
184,fullexports/dsire-2020-07.zip,"2020-07-01 00:15:30",csv,4960070
185,fullexports/dsire-2020-07.zip,"2020-07-01 00:15:30",csv,4960070
186,fullexports/dsire-2020-08.xml,"2020-08-01 00:01:21",xml,82056654
187,fullexports/dsire-2020-08.xml,"2020-08-01 00:01:22",xml,82056654
188,fullexports/dsire-2020-08.zip,"2020-08-01 00:15:27",csv,4730463
189,fullexports/dsire-2020-08.zip,"2020-08-01 00:15:27",csv,4730463
190,fullexports/dsire-2020-09.xml,"2020-09-01 00:01:17",xml,82100405
191,fullexports/dsire-2020-09.xml,"2020-09-01 00:01:17",xml,82100405
192,fullexports/dsire-2020-09.zip,"2020-09-01 00:15:27",csv,4733883
193,fullexports/dsire-2020-09.zip,"2020-09-01 00:15:27",csv,4733883
194,fullexports/dsire-2020-10.xml,"2020-10-01 00:01:18",xml,82103027
195,fullexports/dsire-2020-10.xml,"2020-10-01 00:01:19",xml,82103027
196,fullexports/dsire-2020-10.zip,"2020-10-01 00:15:28",csv,4734204
197,fullexports/dsire-2020-10.zip,"2020-10-01 00:15:28",csv,4734204
198,fullexports/dsire-2020-11.xml,"2020-11-01 00:01:34",xml,82114002
199,fullexports/dsire-2020-11.xml,"2020-11-01 00:01:42",xml,82114002
200,fullexports/dsire-2020-11.zip,"2020-11-01 00:15:29",csv,4734714
201,fullexports/dsire-2020-11.zip,"2020-11-01 00:15:29",csv,4734714
202,fullexports/dsire-2020-12.xml,"2020-12-01 00:01:21",xml,82116590
203,fullexports/dsire-2020-12.xml,"2020-12-01 00:01:22",xml,82116590
204,fullexports/dsire-2020-12.zip,"2020-12-01 00:15:28",csv,4734810
205,fullexports/dsire-2020-12.zip,"2020-12-01 00:15:28",csv,4734810
206,fullexports/dsire-2021-02.xml,"2021-02-01 00:01:20",xml,82290414
207,fullexports/dsire-2021-02.xml,"2021-02-01 00:01:21",xml,82290414
208,fullexports/dsire-2021-02.zip,"2021-02-01 00:15:27",csv,4773714
209,fullexports/dsire-2021-02.zip,"2021-02-01 00:15:27",csv,4773714
210,fullexports/dsire-2021-03.xml,"2021-03-01 00:01:38",xml,82313827
211,fullexports/dsire-2021-03.xml,"2021-03-01 00:01:39",xml,82313827
212,fullexports/dsire-2021-03.zip,"2021-03-01 00:15:35",csv,4775460
213,fullexports/dsire-2021-03.zip,"2021-03-01 00:15:35",csv,4775460
214,fullexports/dsire-2021-04.xml,"2021-04-01 00:01:37",xml,82346283
215,fullexports/dsire-2021-04.xml,"2021-04-01 00:01:39",xml,82346283
216,fullexports/dsire-2021-04.zip,"2021-04-01 00:15:33",csv,4775428
217,fullexports/dsire-2021-04.zip,"2021-04-01 00:15:34",csv,4775428
218,fullexports/dsire-2021-05.xml,"2021-05-01 00:01:37",xml,82344100
219,fullexports/dsire-2021-05.xml,"2021-05-01 00:01:41",xml,82344100
220,fullexports/dsire-2021-05.zip,"2021-05-01 00:15:34",csv,4775089
221,fullexports/dsire-2021-05.zip,"2021-05-01 00:15:35",csv,4775089
222,fullexports/dsire-2021-06.xml,"2021-06-01 00:01:34",xml,82444702
223,fullexports/dsire-2021-06.xml,"2021-06-01 00:01:35",xml,82444702
224,fullexports/dsire-2021-06.zip,"2021-06-01 00:15:36",csv,4779300
225,fullexports/dsire-2021-06.zip,"2021-06-01 00:15:36",csv,4779300
226,fullexports/dsire-2021-07.xml,"2021-07-01 00:01:36",xml,82876200
227,fullexports/dsire-2021-07.xml,"2021-07-01 00:01:37",xml,82876200
228,fullexports/dsire-2021-07.zip,"2021-07-01 00:15:33",csv,4805231
229,fullexports/dsire-2021-07.zip,"2021-07-01 00:15:35",csv,4805231
230,fullexports/dsire-2021-08.xml,"2021-08-01 00:01:31",xml,83284788
231,fullexports/dsire-2021-08.xml,"2021-08-01 00:01:38",xml,83284788
232,fullexports/dsire-2021-08.zip,"2021-08-01 00:15:34",csv,4840986
233,fullexports/dsire-2021-08.zip,"2021-08-01 00:15:34",csv,4840986
234,fullexports/dsire-2021-09.xml,"2021-09-01 00:01:49",xml,83817621
235,fullexports/dsire-2021-09.xml,"2021-09-01 00:01:52",xml,83817621
236,fullexports/dsire-2021-09.zip,"2021-09-01 00:15:40",csv,4874790
237,fullexports/dsire-2021-09.zip,"2021-09-01 00:15:40",csv,4874790
238,fullexports/dsire-2021-10.xml,"2021-10-01 00:01:40",xml,83870754
239,fullexports/dsire-2021-10.xml,"2021-10-01 00:01:40",xml,83870754
240,fullexports/dsire-2021-10.zip,"2021-10-01 00:15:36",csv,4883585
241,fullexports/dsire-2021-10.zip,"2021-10-01 00:15:37",csv,4883585
242,fullexports/dsire-2021-11.xml,"2021-11-01 00:01:41",xml,83925669
243,fullexports/dsire-2021-11.xml,"2021-11-01 00:01:42",xml,83925669
244,fullexports/dsire-2021-11.zip,"2021-11-01 00:15:36",csv,4889502
245,fullexports/dsire-2021-11.zip,"2021-11-01 00:15:36",csv,4889502
246,fullexports/dsire-2021-12.xml,"2021-12-01 00:01:39",xml,83932526
247,fullexports/dsire-2021-12.xml,"2021-12-01 00:01:44",xml,83932526
248,fullexports/dsire-2021-12.zip,"2021-12-01 00:15:36",csv,4890225
249,fullexports/dsire-2021-12.zip,"2021-12-01 00:15:36",csv,4890225
250,fullexports/dsire-2022-01.xml,"2022-01-01 00:01:44",xml,84200339
251,fullexports/dsire-2022-01.xml,"2022-01-01 00:01:46",xml,84200339
252,fullexports/dsire-2022-01.zip,"2022-01-01 00:15:36",csv,4899731
253,fullexports/dsire-2022-01.zip,"2022-01-01 00:15:36",csv,4899731
254,fullexports/dsire-2022-02.xml,"2022-02-01 00:01:42",xml,84258465
255,fullexports/dsire-2022-02.xml,"2022-02-01 00:01:43",xml,84258465
256,fullexports/dsire-2022-02.zip,"2022-02-01 00:15:35",csv,4901314
257,fullexports/dsire-2022-02.zip,"2022-02-01 00:15:37",csv,4901314
258,fullexports/dsire-2022-03.xml,"2022-03-01 00:01:40",xml,84259753
259,fullexports/dsire-2022-03.xml,"2022-03-01 00:01:45",xml,84259753
260,fullexports/dsire-2022-03.zip,"2022-03-01 00:15:36",csv,4902459
261,fullexports/dsire-2022-03.zip,"2022-03-01 00:15:36",csv,4902459
262,fullexports/dsire-2022-04.xml,"2022-04-01 00:01:43",xml,84275106
263,fullexports/dsire-2022-04.xml,"2022-04-01 00:01:44",xml,84275106
264,fullexports/dsire-2022-04.zip,"2022-04-01 00:15:34",csv,4903423
265,fullexports/dsire-2022-04.zip,"2022-04-01 00:15:34",csv,4903423
266,fullexports/dsire-2022-05.xml,"2022-05-01 00:02:03",xml,84274749
267,fullexports/dsire-2022-05.xml,"2022-05-01 00:02:03",xml,84274749
268,fullexports/dsire-2022-05.zip,"2022-05-01 00:15:37",csv,4903425
269,fullexports/dsire-2022-05.zip,"2022-05-01 00:15:39",csv,4903425
270,fullexports/dsire-2022-06.xml,"2022-06-01 00:01:45",xml,84379267
271,fullexports/dsire-2022-06.xml,"2022-06-01 00:01:46",xml,84379267
272,fullexports/dsire-2022-06.zip,"2022-06-01 00:15:35",csv,4918943
273,fullexports/dsire-2022-06.zip,"2022-06-01 00:15:35",csv,4918943
274,fullexports/dsire-2022-07.xml,"2022-07-01 00:01:40",xml,84589725
275,fullexports/dsire-2022-07.xml,"2022-07-01 00:01:43",xml,84589725
276,fullexports/dsire-2022-07.zip,"2022-07-01 00:15:34",csv,4950229
277,fullexports/dsire-2022-07.zip,"2022-07-01 00:15:34",csv,4950229
278,fullexports/dsire-2022-08.xml,"2022-08-01 00:01:52",xml,84641226
279,fullexports/dsire-2022-08.xml,"2022-08-01 00:01:54",xml,84641226
280,fullexports/dsire-2022-08.zip,"2022-08-01 00:15:34",csv,4965417
281,fullexports/dsire-2022-08.zip,"2022-08-01 00:15:35",csv,4965417
282,fullexports/dsire-2022-09.xml,"2022-09-01 00:01:48",xml,84720303
283,fullexports/dsire-2022-09.xml,"2022-09-01 00:01:49",xml,84720303
284,fullexports/dsire-2022-09.zip,"2022-09-01 00:15:37",csv,4972903
285,fullexports/dsire-2022-09.zip,"2022-09-01 00:15:37",csv,4972903
286,fullexports/dsire-2022-10.xml,"2022-10-01 00:01:44",xml,84718748
287,fullexports/dsire-2022-10.xml,"2022-10-01 00:01:50",xml,84718748
288,fullexports/dsire-2022-10.zip,"2022-10-01 00:15:36",csv,4977712
289,fullexports/dsire-2022-10.zip,"2022-10-01 00:15:37",csv,4977712
290,fullexports/dsire-2022-11.xml,"2022-11-01 00:01:40",xml,84714777
291,fullexports/dsire-2022-11.xml,"2022-11-01 00:01:41",xml,84714777
292,fullexports/dsire-2022-11.zip,"2022-11-01 00:15:35",csv,4978540
293,fullexports/dsire-2022-11.zip,"2022-11-01 00:15:36",csv,4978540
294,fullexports/dsire-2022-12.xml,"2022-12-01 00:01:47",xml,84728643
295,fullexports/dsire-2022-12.xml,"2022-12-01 00:01:48",xml,84728643
296,fullexports/dsire-2022-12.zip,"2022-12-01 00:15:33",csv,4978675
297,fullexports/dsire-2022-12.zip,"2022-12-01 00:15:34",csv,4978675
298,fullexports/dsire-2023-01.xml,"2023-01-01 00:01:52",xml,84783050
299,fullexports/dsire-2023-01.xml,"2023-01-01 00:02:01",xml,84783050
300,fullexports/dsire-2023-01.zip,"2023-01-01 00:15:32",csv,4982836
301,fullexports/dsire-2023-01.zip,"2023-01-01 00:15:33",csv,4982836
302,fullexports/dsire-2023-02.xml,"2023-02-01 00:02:01",xml,84682003
303,fullexports/dsire-2023-02.xml,"2023-02-01 00:02:05",xml,84682003
304,fullexports/dsire-2023-02.zip,"2023-02-01 00:15:40",csv,4990396
305,fullexports/dsire-2023-02.zip,"2023-02-01 00:15:40",csv,4990396
306,fullexports/dsire-2023-03.xml,"2023-03-01 00:01:36",xml,84736868
307,fullexports/dsire-2023-03.xml,"2023-03-01 00:01:37",xml,84736868
308,fullexports/dsire-2023-03.zip,"2023-03-01 00:15:35",csv,5010536
309,fullexports/dsire-2023-03.zip,"2023-03-01 00:15:35",csv,5010536
310,fullexports/dsire-2023-04.xml,"2023-04-01 00:01:40",xml,84765505
311,fullexports/dsire-2023-04.xml,"2023-04-01 00:01:41",xml,84765505
312,fullexports/dsire-2023-04.zip,"2023-04-01 00:15:33",csv,5018289
313,fullexports/dsire-2023-04.zip,"2023-04-01 00:15:34",csv,5018289
314,fullexports/dsire-2023-05.xml,"2023-05-01 00:01:33",xml,84578503
315,fullexports/dsire-2023-05.xml,"2023-05-01 00:01:34",xml,84578503
316,fullexports/dsire-2023-05.zip,"2023-05-01 00:15:33",csv,5013879
317,fullexports/dsire-2023-05.zip,"2023-05-01 00:15:34",csv,5013879
318,fullexports/dsire-2023-06.xml,"2023-06-01 00:01:38",xml,84580000
319,fullexports/dsire-2023-06.xml,"2023-06-01 00:01:38",xml,84580000
